"date";"from";"text"
"2021-09-23T12:52:36";"3e kamer";"list(""Hebben jullie al het filmpje van Project Veritas part 2 gezien? Scroll naar boven ik heb het gepost.\n\nCheck zelf waarom we de vergelijkingen met de 2e wereldoorlog maken. Proof is in the pudding op zijn Engels gezegd<U+0001F609>.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-23T12:55:05";"3e kamer";"list(""Mede-opr(l)ichter van fake Factchecker snopes is beschuldigd van verkrachting.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-23T12:56:02";"3e kamer";"list(""Hier moet ik Trump gelijk geven. Het klopt wat hij zei.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-23T13:17:15";"3e kamer";"list(""Ryan Hartwig is een voormalig contentmoderator voor Facebook die een verborgen camera droeg om de vooringenomenheid en censuur binnen het grootste socialemediabedrijf van Amerika, Facebook, bloot te leggen.\n\n"", list(type = ""link"", text = ""https://thefreethoughtproject.com/podcast-facebook-whistleblower-ryan-hartwig/""), ""\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-23T16:12:46";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/Z23p_k0JG4k"")"
"2021-09-23T16:35:16";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/luKLP1Cupqw"")"
"2021-09-23T16:37:43";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/eEXeDw5G8Lk"")"
"2021-09-23T18:36:24";"3e kamer";"list(""Marion Koopmans gaf op 26/2/20 aan dat Wuhan China wel degelijk met virussen aan het rommelen was. Het fragment wat door de NOS achteraf werd verwijderd zie je hierboven en bewerkte uitzending <U+0001F449> "", list(type = ""link"", text = ""https://youtu.be/Nbw_m2qCSAY""), ""\n\nHet bevestigd wat wij allang wisten. NOS is door en door corrupt en schuldig!\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-23T23:37:33";"3e kamer";"list(""Je hoort het van een 2e wereldoorlog survivor.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-23T23:39:30";"3e kamer";"list(""Boodschap van de Braziliaanse president bij de VN. Hij zal de tirannieke COVID-paspoorten of -beperkingen niet steunen in Brazilië en dringt aan op voortijdige behandeling van de symptomen.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-23T23:40:43";"3e kamer";"list(""Regius Professor Sir John Bell van de Universiteit van Oxford zegt dat COVID19 tegen de lente, volgend jaar, \""zal lijken op een gewone verkoudheid\"".\n\nBron: "", list(type = ""link"", text = ""https://news.sky.com/story/covid-will-end-up-resembling-common-cold-by-spring-next-year-leading-experts-say-12414928""), ""\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-23T23:45:13";"3e kamer";"list(""Weten jullie nog hoe er schande werd gesproken over de aanpak van Zweden en hoe Israël als voorbeeld diende voor hoe het zou moeten?\n\nD66 is de hoofdaandrijver geweest om Israel als voorbeeld land te nemen en niet Zweden. Je zal je afvragen waarom een politieke partij dat doet? Omdat ze door lobbyisten en die \2001 miljoen die ze van die Tech man hebben gekregen daar bepaalde belangen achter zitten. \n\nHet gaat niet om de volksgezondheid maar om volledige controle over het Nederlandse volk voor hun linkse globalistische ideologie. We moeten ze stoppen! FREE NL<U+0001F1F3><U+0001F1F1><U+0001F981>\n\n"", 
    list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-24T00:01:31";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/AfaY2vBFn7c"")"
"2021-09-24T00:11:34";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/lI2D8GLPYr4"")"
"2021-09-24T00:58:38";"3e kamer";"list(""Alle Moties die Thierry Baudet heeft ingediend(zie filmpje hierboven) zijn heel snel en gemakkelijk door Mark Rutte ontraden. Endemic! \n\nHij wilt geen datum vaststellen wanneer alle coronamaatregelen van tafel gaan. Ook wilt Mark Rutte niet vastleggen of de QR code app voor alle andere dingen worden voor o.a. toegang tot de samenleving, Co2 tax, bankrekening etc...\n\nMark Rutte zegt toe dat het voor niets anders gebruikt zal worden. Wij weten allemaal dat je Mark niet op zijn woorden kan vertrouwen en dat hij straks geen actieve herinneringen meer heeft.\n\nWe blijven doorgaan en geven niet op totdat NL volledig vrij is\n<U+0001F1F3><U+0001F1F1>\n\n"", 
    list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-24T01:16:33";"3e kamer";"list(""Mooie gedicht met een sterke boodschap<U+0001F64F><U+2665><U+FE0F><U+0001F972>\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-24T01:22:30";"3e kamer";"list(""Dit is toch erg. Allemaal de schuld van Mark en Hugo. \n\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-24T01:23:10";"3e kamer";"list(""Tijd voor opstand stemmen de meeste bij Geenstijl Poll.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-24T01:40:54";"3e kamer";"list(""Dit zei David Icke in 2008\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-24T01:56:02";"3e kamer";"list(""<U+203C><U+FE0F>Belangrijk<U+203C><U+FE0F>\n\nHoudt vol tot het einde van het jaar!!! Lees dit even.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-24T02:55:48";"3e kamer";"list(""Digitale vaccine paspoort gesponsord door Bill Gates foundation en Rockefeller foundation. Allemaal gelinkt aan Blockchain.QR code gaat niet weg. \n\nDit zijn geen complottheorieën er zijn bewijzen op papier. \nEr zijn patenten. Amerikaanse Alternative media hun onderzoeksjournalisten (ja die bestaan nog) hebben dit onderzocht. \n\nIn de 2e kamer hebben ze bijna allemaal belangen hierin. Vooral VVD, CDA en D66. Vandaar al hun obsessies met coronamaatregelen en Kilmaatagenda. Ze hebben ons als volk verkocht aan WEF, Bill Gates, Rockefeller foundation, Tech bedrijven, Farmaceutische industrie etc... \n\nTijd is nu dat je wakker wordt, wakker blijft en dat je gaat opstaan. Vrijheid krijg je niet terug. Die pak je terug!<U+0001F1F3><U+0001F1F1><U+0001F981>\n\n"", 
    list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-24T03:01:37";"3e kamer";"list(""Yuval Harari, een technocraat ideologie pusher die spreekt over de opkomst van technologie en data die in staat is om mensen te hacken. Dit is de agenda van het transhumanisme.\n\nYuval Hari zegt dat mensen denken dat ze een ziel hebben en dat de tijd van vrije wil voorbij is. Je bent nu een Hackable Animal.\n\nJe kan zo zien wat deze duivelse globalisten over ons als mensen denken. \n\nBen jij een Hackable Animal? of een mens van vlees en bloed met een ziel?\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-24T03:42:14";"3e kamer";"list(""Dit is de eugenetische denkwijze die de heersende klasse hebben. De Fabian Society, die tot op de dag van vandaag nog steeds veel voorkomt, is de verborgen hand achter \"" depopulation program\"" waar Bill Gates en consorten mee pronken.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-24T06:44:00";"3e kamer";"list(""Peter Daszak geeft in 2017 toe dat Fauci gain of function research in China heeft gesponsord.\n\nPLANDEMIC/SCAMDEMIC \n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-24T06:50:12";"3e kamer";"list(""<U+2620><U+FE0F> MODERNA BOOSTER SHOTS <U+2620><U+FE0F> \n\nDe CEO van farmaceutisch gigant Moderna zegt dat zelfs jongere mensen minstens eens in de drie jaar een boostervaccinatie zullen moeten krijgen, betekend dat een tweeledige samenleving die de niet-gevaccineerde mensen bestraft, voor onbepaalde tijd zou kunnen blijven bestaan. <U+0001F489><U+0001F6AB>\n\n"", list(type = ""link"", text = ""https://summit.news/2021/09/23/ceo-of-moderna-says-even-young-will-need-to-take-vaccine-booster-shots-indefinitely/""), 
    ""\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-24T06:58:13";"3e kamer";"list(""Krankzinnig! \n\nBijna alle corona gevallen die in Israel in het ziekenhuis liggen zijn volledig gevaccineerden\n90% om exact te zijn<U+0001F440> <U+0001F921><U+0001F30D>\n\nDaarom wou Sigrid Kaag zo graag dat NL een Israel model ging overnemen zodat dit een endemic werd.\nZo kon zij haar puppetmaster Klaus Schwab behagen en de functie als Minister President krijgen. \n\nBut NO wij gaan met zijn allen de Globalisten ontmantelen en veroordelen voor de misdaad tegen het Nederlandse volk.\n\n"", 
    list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-24T07:06:26";"3e kamer";"list(""<U+0001F534><U+0001F1EB><U+0001F1F7> IN FRANKRIJK \n\n<U+2139><U+FE0F> Mensen hebben gistervanavond gepicknickt in Besançon en Straatsburg omdat een vaccinatiepaspoort verplicht is om restaurants in Frankrijk binnen te komen.\n\nUitsluiting/segregatie/discriminatie.\n\nDit gaat niet om de volksgezondheid.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-24T17:04:54";"3e kamer";"list(""MINSTENS 41 procent van de horecaondernemers is niet van plan de apartheidspas van bezoekers te gaan controleren. Vanaf zaterdag wordt de QR-code en bijbehorende ID-check verplicht in eet- en drinkgelegenheden, met uitzondering van de terrassen. \n\nVan de ondernemers die aangeven de controle wel uit te voeren, heeft 13% al te maken gehad met dreigementen of negatieve recensies, blijkt uit representatief onderzoek van Koninklijke Horeca Nederland onder 3322 ondernemers.\n\n"", list(type = ""link"", 
    text = ""t.me/derdekamer""))"
"2021-09-24T17:06:42";"3e kamer";"list(""NEE HUGO! Zogenaamde desinformatie heeft niets te maken met coronapatiënten die op de IC liggen. Wij zouden eerder onze rug aan jou moeten toekeren:\n\n-geen opschaling van het aantal IC bedden\n-geen extra zorgmedewerkers in dienst nemen\n-geen artsen uit het buitenland hier naartoe halen om ons tekort op te vullen\n-geen extra geld naar de zorg (sterker nog, laatst ging er 5 miljard naar de zorg in Frankrijk!)\n-geen onderzoek naar medicijnen tegen corona, maar een indirecte vaccinatieplicht invoeren doormiddel van een QR code\n\nDit lijstje kan nog langer.\nWie geeft jou het recht om je rug toe te keren?\n\n"", 
    list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-24T17:11:03";"3e kamer";"list(""Nieuw beroep: WC controleur <U+0001F602><U+0001F648>\n\nDit zal de geschiedenisboeken ingaan.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-24T17:11:56";"3e kamer";"list(""Wordt jij zaterdag in Nijmegen gevraagd om een QR code? Zeg dan dat ze in overtreding zijn van Artikel 137c, wetboek van strafrecht. \n\nBOA's zijn ook in overtreding van artikel 2: Indien het feit wordt gepleegd door een persoon die daarvan een beroep of gewoonte maakt of door twee of meer verenigde personen wordt gevangenisstraf van ten hoogste twee jaren of geldboete van de vierde categorie opgelegd. \n\n2 jaar gevangenisstraf staat erop!\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-24T18:12:23";"3e kamer";"list(""Muitende cafés?? Its the other way around. Jullie van demissionair WEF kabinet doen aan muiterij tegen het Nederlandse volk.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-24T18:15:14";"3e kamer";"list(""Wat een grappenmaker<U+0001F602><U+0001F602>. We zijn nooit gestopt met handenschudden of knuffelen. \n\nHugo denkt echt dat hij je als een vrij geboren mensen kan vertellen wanneer je iemand wel mag knuffelen of handenschudden<U+0001F602><U+0001F595>\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-24T18:29:20";"3e kamer";"list(""Don't let them fool you. De meeste mensen op zijn ongevaccineerden.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-24T18:48:33";"3e kamer";"Bezig met e-mailen 4_5940621149749643436.pdf"
"2021-09-24T18:49:03";"3e kamer";"<U+203C><U+FE0F>BREAKING<U+203C><U+FE0F>
<U+0001F446><U+0001F446><U+0001F446>
Pentagon bevestigt Fauci creëerde en bracht COVID-19 in omloop blijkt uit vrijgegeven ""Project 
Defuse""-document"
"2021-09-24T18:51:31";"3e kamer";"list(""New emails from Hunter Biden business associates reveal he asked for $2 million plus \""success fee\"" to help them unfreeze $30 billion in Libyan assets while his father, Joe, was Vice President.\n\n"", list(type = ""link"", text = ""https://www.dailymail.co.uk/news/article-10021713/Hunter-Biden-asked-2-million-plus-success-fees-help-unfreeze-Libyan-assets-emails-reveal.html""))"
"2021-09-24T22:12:16";"3e kamer";"list(""Hugo strooit met geld net of het van zijn moeder is. Gelegenheid maakt de dief. \nZe moeten alles terugbetalen en de gevangenis in voor wat ze doen met onze belastinggeld.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-24T22:16:43";"3e kamer";"list(""De coronapas: waar ligt jou grens?\n\n"", list(type = ""link"", text = ""https://thefriendlysociety.nl/de-coronapas-waar-ligt-jouw-grens/""), ""\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-24T23:14:18";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/Oh3jRKeplBA"")"
"2021-09-24T23:17:02";"3e kamer";"list(""Dit demissionair kabinet wordt aangestuurd door WEF en de farmaceutische industrie. Nederland is ook een testing ground.\n\nZweden (76% volledig gevaccineerd), Denemarken (77%), VK (82%): GEEN covid-paspoorten, ALLE beperkingen zijn/worden verwijderd\n\nNederland (82%) BEGINT morgen aan Apartheidspas, niet-gevaccineerd mogen restaurants & theaters niet meer binnen. Supermarkten (FR) & worden werkloos (IT)\n\nWij zien een patroon.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-24T23:17:56";"3e kamer";"list(""Deze partijen zeiden nee tegen een parlementaire enquête om de waarheid boven tafel te krijgen.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-25T05:25:04";"3e kamer";"list(""<U+0001F1E8><U+0001F1E6> Een 88-jarige leefde 20 jaar onder een communistisch systeem en had toen meer vrijheid dan nu in Canada. Hij heeft nu geen toestemming meer om pool en golf te spelen omdat zijn papieren niet in orde zijn.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-25T05:26:20";"3e kamer";"list(""Ook Noorwegen schrapt laatste coronamaatregelen. Vanaf zaterdag 25 september, klokslag 16.00 uur, zijn zij weer vrij. Echt vrij.\n\nEn wij? We gaan nu een zware tijd tegemoet maar zullen nooit opgeven.\n\nWe gaan dit hoe dan ook SAMEN aan. Jij bent één van vele, laat je niets anders wijsmaken. We komen hier samen doorheen.\n\nHou je sterk en weet: WIJ GAAN DIT WINNEN!!! WANT WIJ HEBBEN DE WAARHEID!\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-25T06:11:35";"3e kamer";"list(""Klaus Schwab zegt het volgende.\n\n\""The difference of the 4th industrial revolution is. It doesn't change what you do.\nIt changes you if you take a genetic editing\""\n\nMark, Hugo, Sigrid, eigenlijk dit demissionair kabinet enkele kamerleden volgende deze ideologie van WEF. Ook de koninklijke familie volgen deze Nazi eugenics WEF ideologie. Koninklijke familie zijn sowieso Duitsers. Zelfs in het Nederlandse volks lied zingen  ze \""van Duitse bloed\"". \n\nDit zijn de duivelse mensen geloof het of niet. Zodra er revolutie komt. Dan moeten deze mensen opgesloten worden.\n\nJe hoort wat deze gek Klaus Schwab zegt en bijna al de elite uit Nederland volgen hem. That's their true leader. They obey him. Ze werken niet voor het Nederlandse volk. Ze melken het Nederlandse volk uit.\n\n"", 
    list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-25T06:17:19";"3e kamer";"list(""Tiktoker die eerst vaccinatieschade van de coronaprik belachelijk maakte, was bijna zelf gestorven toen ze de modernaprik nam. \nZe heeft nu heel veel spijt <U+0001F489><U+0001F6AB>\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-25T08:35:34";"3e kamer";"list(""Wanneer je liegt en ineens komt er een teken en opeens realiseert iedereen dat ze leugenaars zijn. \n\nZie je hoe bang ze zijn?\nDit soort mensen doen iedereen pijn, man, vrouw en kinderen, het maakt ze niks uit. Maar zodra er iets bij hun gebeurt zijn ze nog banger dan een muis in een val.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-25T15:16:32";"3e kamer";"list(""Monica Keijzer ontslagen omdat ze kritiek heeft op Coronapas/QR code \n\nMark Rutte naait heel NL en blijft steeds zitten. Monica geeft terecht kritiek op medische apartheid en wordt per direct ontslagen. Tijd dat Mark Rutte een Motie van wantrouwen krijgt en niet meer terugkomt in het politiek.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-25T15:17:32";"3e kamer";"list(""Nog even volhouden <U+0001F921><U+0001F921><U+0001F921>\n\nEn als het 2023 is...\nDan weer even volhouden tot 2025\n\nEn als het 2025 dan komt het Spars virus er aan...\nTot 2028 en even volhouden \n\nEn dan nog 2 jaar en is...\nAgenda 2030 uitgevoerd\n\nEn uiteindelijk asocial credit system...Wij gaan dit niet accepteren in onze samenleving!\n\nHou vol mensen, want wij gaan dit tegen houden. Geen andere keuze. Hopelijk houden we vol. Elke dag komen er honderden, duizenden gelijkgestemden bij dankzij jullie!\n\n"", 
    list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-25T16:02:04";"3e kamer";"list(""Wij zijn mensen van vlees en bloed met een ziel. We are born free, live free and will die free!\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-25T16:12:56";"3e kamer";"list(""Qrrrrrrring ringgggg Handhaving hier met je code anders kom je er niet in<U+0001F602><U+0001F595>. Wij komen overal binnen<U+0001F601>\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-25T16:14:06";"3e kamer";"list(""Taliban de nieuwe friends van linkse globalisten en China. Ze passen allemaal goed bij elkaar<U+0001F602>.\n\nVerschrikkelijk eigenlijk dat zulk soort slechte mensen op aarde bestaan en dat ze nog een land krijgen om over te heersen<U+0001F92E>\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-25T21:31:50";"3e kamer";"list(""Plandemic - Scamdemic \n\nHet ging ze de hele tijd om communisme te installeren. Geloof het of niet. \nDoe je onderzoek \n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-25T21:47:12";"3e kamer";"list(""Geen enkele maatregel helpt. Tot zover al bekend. We zouden enkel het advies moeten krijgen gezonder te leven.\n\nMaar nee... WEF wilt er niks over horen. Meer controle over je bewoners en vervolgens delen met de rest van de WEF leden is de opdracht want EU project is gefaald.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-25T21:49:21";"3e kamer";"list(""Lees de Kamerbrief die Grapperhaus stuurde naar de partijen. Let vooral op de laatste alinea. Voor de handhaving van zijn walgelijke en discriminerende maatregelen doet hij een beroep op de burger. Dat is typisch voor totalitaire samenlevingen en heel mooi beschreven door Vaclav Havel.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-25T21:55:00";"3e kamer";"list(""Caroline van der Plas komt op voor Mona Keijzer wanneer Hugo de Jonge als narcist even de ontslagbrief van de staatssecretaris op Twitter gooit. Deze man is echt incompetent zeg.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-25T22:06:11";"3e kamer";"list(""Demo in Nijmegen nu toch ruw verstoort. Lijkt wel een razzia. Bizarre tijden.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-25T23:19:38";"3e kamer";"list(""Tijd is aangebroken dat de schuldigen aan deze Plandemic zichzelf aangeven in de hoop op vergiffenis en strafvermindering.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T09:49:01";"3e kamer";"list(""Schreeuw het niet van de daken.\nBeter exposen we de horeca ondernemers die WEL meedoen aan uitsluiting en discriminatie.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T10:10:39";"3e kamer";"list(""Wanneer ze deuren voor ons sluiten, gaan er altijd anderen open<U+0001F609>.\n\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-26T10:16:45";"3e kamer";"list(""3x geprikt maar beland toch in het ziekenhuis.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T10:17:26";"3e kamer";"list(""Dit zegt genoeg.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T10:18:59";"3e kamer";"list(""Soros duivelse familie wilt niet dat je pure blood blijft<U+0001F595>.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-26T10:21:53";"3e kamer";"list(""Vanaf 3 oktober gaat Israël ook helemaal in China-stijl. Zonder QR kom je niet binnen. Elke 6 maanden een nieuwe aanvragen.\n\nAantal nieuwe ziekenhuisopnames gaan daar heel hard.\n\nDit is het best 'gevaccineerde' land...\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-26T10:22:41";"3e kamer";"list(""Hou vol mensen. Over een paar maanden gaat deze grafiek naar beneden. Mensen weigeren die 3de, 4de en 5de injecties. Velen hebben geleerd: die genjecties leiden helemaal niet naar een Vrij Nederland.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T10:28:58";"3e kamer";"list(""2021 Irony.\nDit gaat niet om de volksgezondheid!\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T10:34:44";"3e kamer";"list(""De waarheid over de samenleving.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T11:04:06";"3e kamer";"list(""De échte reset is de Going Direct Reset - Elze van Hamelen en Catherine Austin Fitts - Café Weltschmerz\n"", list(type = ""link"", text = ""https://cafeweltschmerz.nl/videos/de-echte-reset-is-de-going-direct-reset-elze-van-hamelen-en-catherine-austin-fitts/""), """")"
"2021-09-26T11:27:23";"3e kamer";"list(""Precies dit<U+0001F4AF>\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-26T15:49:21";"3e kamer";"list(""Kijk en huiver: kartelpartijen houden nadrukkelijk de optie open om de duivelse QR-code ook voor andere dingen te gebruiken. Zoals, bijvoorbeeld: persoonlijk CO2-budget. \nThe Great Reset! \n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T15:51:33";"3e kamer";"list(""De instigator van de medische apartheid ziet de gevolgen niet. Maakt geld en macht mensen hersenloos en blind of wat?\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T15:59:01";"3e kamer";"list(""En dan opeens krijgt het ontslag van Mona Keijzer een hele interessante wending. Weer een zeteltje minder voor het CDA waardoor nieuwe verkiezingen ineens dichterbij komen dan ooit.\n\nEnkele gedachten van de mensen hieronder:\n\n1) Blok (WEF-lid) is vervanger van 5G Mona.\n2) Mona kan als ze zich aansluit bij deep state Omtzigt fungeren als bliksemafleider op het FvD. Want stel je voor dat die partij veel stemmen krijgt.\n\n3)Hoort allemaal bij het plan om die heks Kaag naar voren te kunnen schuiven\n\n4)Nieuwe verkiezing veranderd niks. Te veel domme schapen in dit land. Ze kiezen gewoon weer VVD en D66.\n\nWat denken jullie?\n\n"", 
    list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T16:05:36";"3e kamer";"list(""Zweden, Denemarken, Noorwegen, Kroatië en Portugal heffen coronarestricties op zonder pas/QR. Helaas hebben wij te maken met landbestuurders die het heerlijk vinden, zoveel geld & macht.\n\nMaar hier komt snel een einde aan! \n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-26T16:08:34";"3e kamer";"list(""Gommers wordt steeds minder populair, ook binnen het ziekenhuis wezen.\nAfgelopen maandag liep een crisisbijeenkomst tussen Gommers, IC-directeur Johanneke Mulder en het verontruste personeel uit de hand.\n\nTijd dat Gommers uit zijn functie wordt ontheven en strafrechtelijk vervolgd. Hij is een WEF poppetje.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T16:45:36";"3e kamer";"list(""Dit is wat ze willen bereiken\nDavid Icke legt het in het kort goed uit.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T16:45:53";"3e kamer";"list(""U heeft nog tot morgen maandag \n27 september 16.00u de tijd uw steunbetuiging in te vullen.\nDubbele steunbetuigingen tellen niet mee dus 1x invullen is voldoende.\nAl ruim 68.000 mensen gingen u voor! \n\nOp 28 september vindt om 13:00 uur in Den Haag het kort geding van Maes Law plaats tegen de invoering van de coronapas. \n\nDe dagvaarding is hier te vinden: "", list(type = ""link"", text = ""https://maeslaw.nl/blog/kort-geding-inzake-maes-en-lenting-tegen-de-staat-inzake-coronapas""), ""\n\nTeken de steunbetuiging: \n"", 
    list(type = ""link"", text = ""https://nederlandinverzetshop.nl/steunbetuigingen/""), ""\n\nVerspreid dit bericht zoveel mogelijk!\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T17:04:31";"3e kamer";"list(""Rutte heeft met het ontslag van Mona Keijzer ineens heel rap zijn eigen graf gegraven. De geschiedenis leert, dat een dictator vroeg of laat wel zijn hand overspeeld. "", list(type = ""hashtag"", text = ""#RutteWordtZelfOntslagen""), ""\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T17:09:18";"3e kamer";"list(""De kern is dat zo'n digital ID er nu is. En dat 'ie gekoppeld is aan bewegingsvrijheid.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T17:12:15";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/Tx2T8dxQ-iw"")"
"2021-09-26T17:43:22";"3e kamer";"list(""Zo hoort het te zijn in een echte rechtvaardige land.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T18:40:27";"3e kamer";"list(""Precies dit<U+0001F4AF>\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
"2021-09-26T20:14:55";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/6i2sJwxw5Uc"")"
"2021-09-26T20:29:20";"3e kamer";"list(""De steun die demissionair premier "", list(type = ""hashtag"", text = ""#Rutte""), "" voor zijn klimaatplannen verlangt, mag niet worden geëist zolang de bevolking kritische informatie wordt onthouden.’ Een andere kijk op "", list(type = ""hashtag"", text = ""#climatechange""), "" is gewenst. \n"", list(type = ""hashtag"", text = ""#klimaat""), "" "", list(type = ""hashtag"", text = ""#apb21""), ""\n"", list(type = ""link"", text = ""https://www.ongehoordnederland.nl/rutte-plundert-staatskas-voor-klimaatkolder/""), """")"
"2021-09-26T21:00:39";"3e kamer";"list(""Aanvraag van Bill Gates Microsoft.\n\nKijk naar het aanvraag nummer 060606\n\nEr staat letterlijk dat ze gebruik willen maken van crypto currency doormiddel van de menselijke lichaam.\n\nOftewel een chip waarmee je straks met crypto kan betalen.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T21:05:04";"3e kamer";"list(""Freedom is never more then one generation away from extinction. It has to be fought for and defended by each generation.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-26T21:15:14";"3e kamer";"list(""Wij zeggen NEE tegen het voornemen van het huidige landsbestuur! Weg met die smerige voorbereidingen voor dit soort praktijken.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""))"
"2021-09-27T00:10:32";"3e kamer";"list(""<U+0001F1F3><U+0001F1F4> Noorwegen. Daar is het weer zoals vòòr de plandemie. O.a. ook in Zweden, Denemarken en Kroatië hebben ze COVID19 geaccepteerd als zijnde vergelijkbaar met een griep.\n\nHopelijk komen ze hier ook snel tot inkeer.\n\n"", list(type = ""link"", text = ""t.me/derdekamer""), """")"
